application_id,age,gender,education,marital_status,dependents,employment_type,employment_length_years,occupation,annual_income,monthly_income,credit_score,existing_loans,total_existing_debt,credit_history_length_years,num_credit_inquiries_6m,delinquent_accounts,loan_amount,loan_term_months,loan_purpose,interest_rate,debt_to_income_ratio,loan_to_income_ratio,monthly_payment,payment_to_income_ratio,property_value,property_type,bank_customer_years,savings_account_balance,checking_account_balance,loan_default
21190,42,Male,Master,Single,1,Contract,5.1,Sales,71298.03,5941.5,827,1,178.0,1.0,2,0,19987.47,36,Debt Consolidation,8.08,0.002,0.28,627.07,0.106,494881.38,Apartment,4.0,75.55,707.45,0
21191,33,Female,Bachelor,Divorced,2,Contract,0.9,Other,86050.16,7170.85,649,1,169739.01,1.0,2,1,45721.42,36,Debt Consolidation,13.18,1.973,0.531,1544.5,0.215,183553.82,House,,1666.37,963.14,0
21192,33,Female,masters,Divorced,3,Self-Employed,3.1,Clerical,35581.04,2965.09,715,0,1535.08,5.0,2,0,21695.63,12,Debt Consolidation,21.72,0.043,0.61,2027.67,0.684,360915.65,House,4.3,895.37,524.46,0
21193,35,M,Bachelor,Single,2,Contract,5.4,Service,96613.41,8051.12,619,2,9465.37,14.5,1,0,41495.24,36,Business,8.5,0.098,0.429,1309.9,0.163,119061.83,Condo,1.5,100.0,388.68,0
21194,65,M,High School,Married,1,Self-Employed,,Manager,100120.32,8343.36,787,0,1806.73,4.5,0,0,13382.2,60,Debt Consolidation,23.44,0.018,0.134,380.64,0.046,,None,3.9,15875.81,1780.98,0
21195,24,Female,High School,Married,0,Self-Employed,17.3,Professional,173370.99,14447.58,600,1,9522.39,1.0,1,0,37547.04,36,Home Improvement,15.27,0.055,0.217,1306.55,0.09,282873.04,House,10.2,19836.68,690.67,0
21196,43,Male,High School,Married,1,Contract,5.0,Service,20000.0,1666.67,799,2,91874.43,19.2,3,1,32201.35,24,Debt Consolidation,24.82,2.0,1.61,1715.73,1.0,338620.74,None,8.1,6644.16,1161.58,0
21197,41,Male,High School,Married,1,Self-Employed,5.7,Manager,46876.75,3906.4,735,0,290511.1497883657,1.0,2,0,13135.09,24,Medical,13.84,0.921,0.28,629.66,0.161,199098.47,House,5.0,14106.87,1450.99,0
21198,46,Female,Bachelor,Married,2,Salaried,18.9,Other,20586.52,1715.54,523,1,4720.61,23.7,4,0,100000.0,36,Home Improvement,6.46,0.229,2.0,3063.08,1.0,86195.79,Apartment,0.3,428.8,905.19,0
21199,58,Male,Master,Married,0,Self-Employed,1.8,Sales,75090.15,6257.51,592,1,25689.09,13.0,0,1,13699.41,48,Debt Consolidation,21.02,0.342,0.182,424.36,0.068,101551.6,House,,3366.1,1395.92,0
21200,48,Other,High School,Married,1,Self-Employed,1.1,Other,20000.0,1666.67,699,1,3014.61,12.2,0,0,9078.2,48,Debt Consolidation,24.95,0.151,0.454,300.75,0.18,307675.0,House,7.1,2026.79,1913.38,0
21201,45,Male,High School,Married,0,Salaried,6.0,Clerical,134034.36,11169.53,850,2,7207.87,1.0,1,0,13184.84,48,Business,8.28,0.054,0.098,323.62,0.029,147333.42,House,5.7,3980.72,240.59,0
21202,34,Female,High School,Single,1,Self-Employed,1.3,Professional,377995.0168883324,1666.67,773,0,649.48,18.7,2,0,65669.28,24,Home Improvement,15.57,0.032,2.0,3201.9,1.0,133783.03,House,1.7,,13418.98,0
21203,50,Female,bachelor,Married,1,Salaried,2.5,Clerical,79737.27,6644.77,713,2,32389.04,13.7,0,0,16139.25,12,Home Improvement,14.63,0.406,0.202,1453.89,0.219,106556.56,House,4.3,2497.36,3658.05,0
21204,22,Male,PhD,Single,0,Salaried,7.6,Manager,46915.23,3909.6,655,2,16781.59,10.3,1,2,17757.17,36,Other,16.62,0.358,0.378,629.74,0.161,172302.26,House,2.6,114.59,378.3,0
21205,51,F,PhD,Divorced,5,Salaried,0.4,Technician,20000.0,1666.67,675,2,2258.1,4.0,1,0,44057.78,36,Education,7.24,0.113,2.0,1365.22,0.819,,Condo,8.0,15790.58,26218.26,0
21206,46,Female,PhD,Married,2,Salaried,13.1,Professional,91850.64,7654.22,733,1,84145.95,11.0,0,0,23794.02,36,Debt Consolidation,19.42,0.916,0.259,877.26,0.115,212184.9,House,4.4,342.39,529.65,0
21207,33,Female,Bachelor,Single,1,Salaried,3.8,Clerical,309727.45,25810.62,556,3,3954.87,4.5,0,0,14843.14,24,Other,8.0,0.013,0.048,671.32,0.026,147580.24,None,3.9,10631.84,2278.12,0
21208,40,Female,Master,Single,1,Salaried,0.4,Professional,21419.87,1784.99,689,1,24651.66,3.2,0,1,43000.17,48,Debt Consolidation,23.42,1.151,2.0,1388.13,0.778,90037.26,house,9.4,55101.92,1533.76,1
21209,24,Male,bachelor,Married,2,Salaried,10.5,Manager,73237.82,6103.15,657,2,2141.29,5.0,0,0,41216.04,60,Home Improvement,21.63,0.029,0.563,1129.69,0.185,287476.34,House,17.3,744.67,810.52,0
21210,34,Female,PhD,Single,1,Unemployed,2.1,Manager,285382.9,23781.91,755,2,4535.04,5.6,1,0,34056.67,48,Education,18.49,0.016,0.119,1009.16,0.042,73890.69,None,4.1,58228.92,421.69,0
21211,26,Female,High School,Married,0,Salaried,0.7,Service,43950.25,3662.52,691,2,52451.41,2.1,1,0,10921.23,24,Other,23.94,1.193,0.248,577.09,0.158,241319.63,Condo,3.2,100000.0,110.5,0
21212,39,Male,Master,Divorced,1,Self-Employed,5.2,Service,92708.1,7725.68,783,2,7037.75,17.1,1,0,6870.69,36,Home Improvement,21.65,0.076,0.074,261.15,0.034,122149.06,None,30.0,494.39,2769.23,0
21213,41,Male,Bachelor,Married,0,Salaried,10.5,Professional,119300.04,9941.67,747,2,2029.43,6.6,0,1,9940.53,12,Debt Consolidation,10.08,0.017,0.083,874.3,0.088,94040.84,Apartment,2.0,13635.6,76.19,0
21214,31,Female,Bachelor,Married,2,Salaried,22.0,Professional,29690.88,2474.24,759,0,22387.67,16.2,2,0,36375.29,48,Home Improvement,22.9,0.754,1.225,1163.89,0.47,155837.87,Apartment,1.5,17390.36,23.18,0
21215,24,M,High School,Married,0,Salaried,1.7,Clerical,20000.0,1666.67,686,0,1680.2,2.0,1,0,8961.9,48,Education,12.32,0.084,0.448,237.41,0.142,188987.07,Condo,1.4,21426.94,1784.7,0
21216,32,Female,Bachelor,married,1,Salaried,3.5,Professional,54967.25,4580.6,691,0,55254.23,6.2,1,0,20445.41,48,Other,10.72,1.005,0.372,525.65,0.115,,Apartment,23.1,9524.25,13556.63,0
21217,21,Female,Master,Married,0,Salaried,13.1,Technician,26897.28,2241.44,728,4,15639.48,,1,0,8261.63,24,Education,10.47,0.581,0.307,383.03,0.171,73290.53,Apartment,10.1,4977.78,15.05,0
21218,51,Female,bachelor,Single,0,Unemployed,0.6,Manager,44783.38,3731.95,831,0,1400.86,4.0,1,0,9907.1,48,Debt Consolidation,5.5,0.031,0.221,230.4,0.062,151731.52,House,1.4,,1359.59,0
21219,35,Male,Bachelor,Divorced,2,Self-Employed,4.8,Manager,20000.0,1666.67,623,1,1293.07,,0,0,33179.96,48,Debt Consolidation,6.1,0.065,1.659,780.75,0.468,122689.97,House,,1016.46,8083.01,0
21220,31,Other,Bachelor,Married,0,Salaried,1.8,Professional,181921.64,15160.14,523,0,200000.0,4.7,0,0,24212.17,60,Debt Consolidation,22.78,1.099,0.133,679.5,0.045,272095.29,None,0.4,11301.24,1860.84,1
21221,52,Male,Bachelor,Single,4,Self-Employed,4.8,Other,53526.2,4460.52,546,1,1119.03,1.1,1,0,25936.75,36,Medical,24.96,0.021,0.485,1030.69,0.231,174152.44,House,,,4366.39,0
21222,32,Female,bachelor,Single,0,Self-Employed,16.8,Clerical,24380.94,2031.74,708,2,70755.06,4.5,0,0,38592.94,36,Medical,17.75,2.0,1.583,1390.39,0.684,63359.48,House,11.1,731.72,20.45,0
21223,21,Male,PhD,Married,1,Salaried,3.0,Other,70743.52,5895.29,515,1,3910.85,2.2,3,0,55345.96,36,Debt Consolidation,12.54,0.055,0.782,1852.59,0.314,152250.53,Condo,1.0,7594.07,1985.22,0
21224,36,Female,bachelor,Married,2,Salaried,,Other,79427.02,6618.92,700,1,33684.24,1.6,0,0,43259.41,48,Debt Consolidation,23.78,0.424,0.545,1405.08,0.212,,House,0.7,4661.1,2272.5,0
21225,36,Female,Master,Divorced,2,Salaried,4.4,Professional,96624.3,8052.02,623,0,2730.57,,0,0,25641.85,36,Medical,10.78,0.028,0.265,836.81,0.104,165213.95,Apartment,0.3,2275.0,3572.97,0
21226,50,Other,PhD,Single,0,Salaried,6.5,Manager,69475.28,5789.61,544,1,117188.92,21.5,1,0,21470.52,60,Other,22.87,1.687,0.309,603.66,0.104,102620.71,Apartment,0.6,4039.46,828.22,0
21227,62,Female,Bachelor,Single,0,Salaried,13.2,Other,67609.51,5634.13,693,0,1723.39,3.0,1,0,44641.15,48,Debt Consolidation,12.04,0.025,0.66,1176.45,0.209,122484.91,House,0.4,1811.5,317.46,0
21228,53,Male,Bachelor,Married,2,Salaried,16.2,Other,166574.63,13881.22,750,2,692.88,12.5,0,1,8549.93,48,Other,7.05,0.004,0.051,204.94,0.015,218115.73,None,2.2,1266.7,571.62,0
21229,37,Female,Bachelor,Married,2,Salaried,0.5,Professional,28925.96,2410.5,618,0,1927.33,30.0,1,0,45323.97,60,Debt Consolidation,14.93,0.067,1.567,1076.59,0.447,113986.66,Condo,0.8,3083.74,899.21,1
21230,21,Male,Bachelor,Married,4,Salaried,4.1,Manager,97553.15,8129.43,696,2,24073.54,19.7,0,0,34576.89,36,Debt Consolidation,7.28,0.247,0.354,1072.07,0.132,506837.74,Apartment,5.7,7205.83,293.08,0
21231,25,F,Bachelor,Married,3,Contract,6.8,Other,52290.27,4357.52,804,3,12235.81,1.1,3,0,6279.39,24,Debt Consolidation,17.03,0.234,0.12,310.56,0.071,435177.87,Apartment,14.4,764.12,595.79,0
21232,59,Male,Bachelor,Married,1,Self-Employed,,Sales,20000.0,1666.67,596,1,4592.16,3.6,3,0,55453.48,48,Home Improvement,6.84,0.23,2.0,1323.79,0.794,185987.59,Apartment,8.2,2263.25,2615.25,0
21233,41,Female,High School,Divorced,0,Contract,5.0,Clerical,67709.38,5642.45,560,1,1522.07,1.2,0,0,171183.84919950305,48,Home Improvement,21.82,0.022,0.321,683.63,0.121,219970.66,Apartment,5.6,222.64,159.41,1
21234,42,Male,Bachelor,Married,1,Salaried,6.2,Manager,96703.66,8058.64,713,1,3321.63,,0,0,10478.76,48,Medical,14.98,0.034,0.108,291.53,0.036,175903.2,None,3.4,16923.87,531.4,0
21235,34,Male,Bachelor,Single,2,Salaried,3.7,Manager,195157.59,16263.13,687,0,2078.06,1.0,0,0,47157.76,36,Debt Consolidation,16.61,0.011,0.242,1672.16,0.103,242119.5,House,3.4,7536.92,971.05,0
21236,44,Female,Master,Divorced,2,Self-Employed,2.8,Other,497015.37137910706,2671.67,697,4,2701.24,6.5,0,0,30646.11,24,Debt Consolidation,16.89,0.084,0.956,1513.59,0.567,167849.86,Apartment,7.0,2593.53,718.79,1
21237,40,Male,Bachelor,Married,2,Salaried,9.5,Professional,86828.22,7235.68,655,3,8455.1,12.4,1,0,100000.0,48,Debt Consolidation,5.03,0.097,1.152,2304.29,0.318,625847.5,House,3.0,11631.93,769.38,0
21238,44,Female,Bachelor,single,1,Self-Employed,0.7,Manager,101396.38,8449.7,691,1,8853.97,,2,1,18168.95,48,Home Improvement,23.61,0.087,0.179,588.43,0.07,302794.94,House,4.1,7107.63,1655.02,0
21239,23,Male,Bachelor,Married,0,Salaried,1.1,Technician,54130.35,4510.86,553,2,20620.19,9.6,1,0,22753.46,24,Home Improvement,11.78,0.381,0.42,1068.75,0.237,195466.83,None,,4923.97,342.62,0
21240,48,Female,Master,Married,2,Salaried,6.6,Sales,20000.0,1666.67,830,1,36786.87,2.9,3,0,9078.21,24,Home Improvement,9.44,1.839,0.454,416.57,0.25,268151.78,Condo,3.1,484.78,818.18,0
21241,46,F,Bachelor,Married,1,Salaried,1.6,Other,369092.95,30757.75,706,0,862.45,3.3,1,0,21740.43,24,Medical,19.44,0.002,0.059,1100.56,0.036,82488.47,Apartment,5.8,62350.85,1202.1,0
21242,40,Female,bachelor,Married,0,Self-Employed,1.3,Service,42952.52,3579.38,729,1,5883.28,2.9,3,0,10187.91,36,Home Improvement,7.94,0.137,0.237,318.97,0.089,125102.13,House,1.4,,294.41,0
21243,25,Female,High School,Single,3,Unemployed,5.1,Clerical,39766.74,3313.9,693,1,13899.34,1.0,0,1,12857.99,12,Education,16.72,0.35,0.323,1171.0,0.353,262566.09,Condo,5.0,47.17,861.59,0
21244,21,Other,High School,Single,2,Self-Employed,15.9,Sales,104213.64,8684.47,574,1,2329.76,2.5,4,0,37032.48,36,Business,16.89,0.022,0.355,1318.28,0.152,185637.6,house,1.7,2679.94,1466.32,1
21245,21,Male,High School,Married,2,Self-Employed,1.0,Professional,42051.32,3504.28,607,0,305339.0129576921,23.5,0,0,5000.0,12,Debt Consolidation,7.11,0.062,0.119,432.89,0.124,328894.06,Apartment,9.6,2873.37,316.47,1
21246,46,Female,Bachelor,Single,0,Salaried,2.5,Other,82383.28,6865.27,740,4,8999.1,1.0,0,0,45552.01,12,Home Improvement,11.07,0.109,0.553,4027.45,0.587,143611.51,Condo,11.4,7060.65,2918.15,0
21247,43,Male,Bachelor,Single,0,Salaried,1.1,Manager,47716.65,3976.39,700,5,7528.84,6.9,2,0,11535.69,12,Debt Consolidation,22.02,0.158,0.242,1079.79,0.272,64010.14,Condo,13.3,2629.57,1050.28,0
21248,44,Male,Master,Divorced,3,Unemployed,4.0,Other,20000.0,1666.67,742,1,1946.24,11.8,1,0,13588.99,60,Other,19.92,0.097,0.679,359.42,0.216,72273.09,Condo,0.2,1899.93,587.55,0
21249,27,Female,Bachelor,Single,1,Self-Employed,15.7,Other,20000.0,1666.67,646,1,2381.53,6.8,1,0,64961.98,60,Debt Consolidation,13.25,0.119,2.0,1486.41,0.892,,Apartment,4.0,1856.08,803.4,0
21250,44,Female,Master,Divorced,1,Salaried,1.0,Technician,20000.0,1666.67,714,3,10663.64,30.0,0,0,45882.53,12,Debt Consolidation,12.21,0.533,2.0,4081.12,1.0,99756.64,House,1.2,3714.64,2452.42,1
21251,21,Other,High School,Married,2,Self-Employed,3.4,Service,38780.45,3231.7,597,2,1253.98,3.0,1,0,22769.95,48,Education,20.63,0.032,0.587,700.56,0.217,224325.36,House,2.4,16568.18,4670.32,0
21252,41,Male,High School,Married,1,Salaried,,Professional,141976.03,11831.34,686,3,6513.11,1.7,0,0,210740.04119096237,24,Home Improvement,15.36,0.046,0.15,1037.67,0.088,263029.64,Apartment,6.6,240.74,9030.78,0
21253,36,Male,Bachelor,Married,5,Salaried,1.7,Technician,30890.39,2574.2,651,1,38306.09,2.6,2,1,50878.25,60,Debt Consolidation,9.07,1.24,1.647,1057.88,0.411,105075.64,Condo,6.5,5209.83,1533.34,1
21254,59,Female,Bachelor,Married,3,Salaried,4.9,Clerical,103609.4,8634.12,766,2,486.59,12.6,1,0,36219.51,12,Debt Consolidation,11.48,0.005,0.35,3209.26,0.372,75913.07,Condo,27.5,20661.71,530.39,0
21255,34,Female,High School,Married,1,Self-Employed,9.9,Manager,455961.54106358724,4047.11,728,0,3013.9,6.7,0,0,45225.77,48,Medical,6.71,0.062,0.931,1076.91,0.266,94062.15,Apartment,7.8,42021.46,18587.1,0
21256,21,Female,Master,Single,0,Salaried,2.5,Technician,29140.8,2428.4,652,1,4721.42,3.8,3,2,10616.02,36,Home Improvement,7.49,0.162,0.364,330.18,0.136,332400.58,Apartment,7.3,2423.56,582.7,0
21257,35,Female,Bachelor,Divorced,1,Salaried,2.3,Professional,33946.29,2828.86,770,0,103567.02,1.9,0,0,10301.17,60,Education,16.77,2.0,0.303,254.74,0.09,215955.89,House,11.0,3964.78,389.53,0
21258,47,F,masters,Single,1,Contract,6.6,Sales,92756.42,7729.7,770,3,4606.41,1.6,0,2,12418.14,24,Medical,21.86,0.05,0.134,643.37,0.083,,Condo,2.6,,2548.51,0
21259,21,M,Bachelor,Single,1,Salaried,0.5,Service,21500.34,1791.7,691,1,13761.69,1.0,1,0,30950.67,36,Debt Consolidation,24.2,0.64,1.44,1217.54,0.68,242102.82,House,1.0,,25199.95,1
21260,32,Female,Master,Divorced,2,Salaried,2.9,Sales,42720.49,3560.04,778,5,22546.01,9.2,1,0,100000.0,24,Home Improvement,12.32,0.528,2.0,4722.3,1.0,139505.48,house,,,2062.71,0
21261,35,F,High School,Married,2,Contract,8.6,Sales,230297.76,19191.48,567,1,8879.51,,1,0,24195.19,36,Home Improvement,15.69,0.039,0.105,846.93,0.044,382051.42,Apartment,4.0,100000.0,1490.73,0
21262,25,Female,High School,Single,1,Contract,6.5,Technician,193381.51,16115.13,597,1,3245.89,1.0,1,0,26287.36,24,Debt Consolidation,5.74,0.017,0.136,1161.99,0.072,,Apartment,10.6,3545.84,3776.68,0
21263,41,Male,Bachelor,Divorced,0,Salaried,0.4,Manager,255022.23,21251.85,748,3,20203.4,2.7,0,0,10218.01,36,Other,19.03,0.079,0.04,374.71,0.018,237527.66,House,3.9,100000.0,1455.83,1
21264,50,Female,High School,Married,2,Salaried,3.9,Manager,20000.0,1666.67,691,1,45026.0,5.5,0,1,28535.17,48,Other,15.2,2.0,1.427,797.05,0.478,161732.94,None,,30565.95,1315.31,0
21265,49,Female,Bachelor,Single,3,Self-Employed,3.9,Clerical,20000.0,1666.67,615,0,802.46,2.6,2,0,15683.17,60,Education,6.78,0.04,0.784,308.92,0.185,145315.86,Condo,1.2,36918.98,551.02,0
21266,30,Male,Master,Single,2,Self-Employed,4.0,Technician,31697.13,2641.43,716,2,91990.74,1.0,0,0,21752.03,48,Debt Consolidation,23.51,2.0,0.686,703.28,0.266,68525.69,House,6.2,5672.29,21562.9,1
21267,34,M,Bachelor,Married,3,Contract,5.4,Service,26099.84,2174.99,638,1,81832.26,7.0,1,0,92287.0,36,Other,14.96,2.0,2.0,3197.35,1.0,,House,9.0,100000.0,177.43,0
21268,45,Male,Bachelor,Divorced,0,Contract,0.5,Technician,63661.96,5305.16,717,0,7810.34,5.6,1,0,13248.27,24,Home Improvement,6.2,0.123,0.208,588.37,0.111,154220.83,House,2.9,222.45,721.35,1
21269,21,Female,Bachelor,Married,0,Unemployed,1.3,Clerical,80346.62,6695.55,783,2,27647.53,2.7,1,1,5902.1,36,Debt Consolidation,19.1,0.344,0.073,216.65,0.032,328552.71,House,0.9,1772.49,948.7,0
21270,21,M,High School,Single,1,Salaried,2.4,Professional,45784.37,3815.36,636,4,24392.81,21.2,1,1,6774.42,12,Home Improvement,8.08,0.533,0.148,589.55,0.155,127518.85,House,,3093.73,247.88,0
21271,43,Male,Master,Single,1,Self-Employed,1.7,Sales,233053.91,19421.16,628,0,31285.28,1.9,2,0,35558.14,36,Debt Consolidation,21.67,0.134,0.153,1351.92,0.07,224907.64,House,4.1,197.33,3893.96,0
21272,51,Female,Master,Single,2,Salaried,3.5,Technician,20000.0,1666.67,754,1,80691.97,6.2,2,0,31984.39,36,Debt Consolidation,9.48,2.0,1.599,1024.26,0.615,,None,13.7,1203.69,2107.67,0
21273,26,Male,High School,Married,0,Salaried,14.3,Service,24193.08,2016.09,637,4,693.16,8.2,0,0,7205.68,60,Home Improvement,20.74,0.029,0.298,193.89,0.096,221780.91,Apartment,0.9,100000.0,141.2,0
21274,35,Male,High School,Married,2,Self-Employed,0.7,Clerical,68841.55,5736.8,601,1,15175.15,10.6,0,1,74239.26,24,Debt Consolidation,8.49,0.22,1.078,3374.26,0.588,392486.37,Condo,6.8,100000.0,185.92,0
21275,38,Female,Bachelor,Married,2,Contract,0.6,Manager,20000.0,1666.67,693,0,132711.62,5.2,1,0,28907.47,36,Business,5.71,2.0,1.445,875.63,0.525,138775.28,Apartment,1.9,,50000.0,0
21276,30,Female,bachelor,Divorced,0,Self-Employed,1.9,Professional,23623.62,1968.64,728,2,25236.77,2.1,1,0,22076.82,36,Other,5.11,1.068,0.935,662.75,0.337,188350.08,House,30.0,1061.06,685.71,0
21277,21,Female,Master,Single,0,Salaried,6.3,Professional,51070.85,4255.9,654,2,19735.82,12.0,1,0,13685.25,36,Debt Consolidation,13.81,0.386,0.268,466.47,0.11,194061.97,Apartment,1.0,4900.83,37.8,0
21278,70,Female,High School,Single,1,Salaried,,Technician,71937.27,5994.77,699,0,13630.88,11.7,1,0,57356.48,36,Debt Consolidation,23.05,0.189,0.797,2221.75,0.371,256198.1,House,4.9,26905.03,423.58,0
21279,42,Male,High School,Divorced,0,Salaried,,Professional,52730.18,4394.18,700,2,35619.4,1.7,2,0,16760.22,48,Business,20.21,0.676,0.318,511.9,0.116,,House,27.7,258.66,5807.61,1
21280,30,Female,Master,Married,1,Self-Employed,3.9,Sales,27781.52,2315.13,666,0,27522.59,1.5,1,0,28980.95,36,Debt Consolidation,8.19,0.991,1.043,910.7,0.393,356112.84,House,6.9,42764.22,123.0,0
21281,21,Female,High School,Married,0,Salaried,1.5,Service,48413.62,4034.47,777,1,4462.71,4.1,2,1,56899.22,48,Other,18.03,0.092,1.175,1672.31,0.415,166950.35,House,4.8,891.52,649.87,0
21282,46,Male,bachelor,Married,2,Salaried,7.9,Professional,51063.71,4255.31,787,1,661.17,,0,0,39613.86,48,Business,6.44,0.013,0.776,938.34,0.221,389884.26,House,1.0,262.05,580.57,0
21283,26,Female,bachelor,Married,3,Salaried,1.1,Technician,48151.93,4012.66,647,0,6656.44,5.0,2,0,34826.25,48,Debt Consolidation,24.92,0.138,0.723,1153.19,0.287,62290.36,Condo,2.9,1197.29,2707.93,0
21284,43,Male,Bachelor,Single,0,Self-Employed,0.9,Service,99894.48,8324.54,553,1,3945.54,1.0,1,0,10385.67,48,Debt Consolidation,12.04,0.039,0.104,273.7,0.033,,Apartment,4.9,4012.83,4705.82,0
21285,31,Female,High School,Divorced,2,Salaried,1.2,Technician,73979.46,6164.96,671,3,6583.64,3.1,3,1,26186.14,48,Debt Consolidation,13.75,0.089,0.354,712.3,0.116,338321.98,House,1.1,12437.02,200.95,0
21286,39,Male,bachelor,Married,2,Self-Employed,0.2,Professional,20000.0,1666.67,752,2,26687.96,20.1,1,0,52925.41,36,Debt Consolidation,9.46,1.334,2.0,1694.37,1.0,253744.01,Apartment,30.0,420.94,12707.47,1
21287,32,Male,Bachelor,Divorced,2,Salaried,5.6,Other,106407.81,8867.32,646,2,3479.98,1.4,1,0,75152.88,24,Home Improvement,12.38,0.033,0.706,3551.06,0.4,140204.74,Apartment,1.2,1057.57,95.3,0
21288,49,Male,Bachelor,Married,3,Salaried,3.0,Other,75811.78,6317.65,758,1,1948.01,1.0,2,0,24771.5,36,Debt Consolidation,24.51,0.026,0.327,978.5,0.155,407005.98,Condo,,323.5,382.98,0
21289,38,Male,Master,Single,0,Contract,6.8,Service,25226.4,2102.2,811,1,164710.19,6.0,3,0,14144.44,60,Debt Consolidation,23.09,2.0,0.561,399.47,0.19,65028.38,Condo,1.6,2123.19,882.34,0
21290,21,Male,Bachelor,Divorced,1,Salaried,4.5,Technician,60844.03,5070.34,706,1,1530.72,18.5,1,0,22789.09,36,Education,19.42,0.025,0.375,840.2,0.166,126972.76,House,6.4,4227.47,775.06,0
21291,28,Female,Bachelor,single,3,Salaried,2.1,Manager,62479.61,5206.63,675,1,84043.22,1.6,0,0,39100.24,36,Home Improvement,16.74,1.345,0.626,1388.98,0.267,214136.74,House,,402.52,24.51,0
21292,38,Female,Bachelor,Single,0,Contract,2.2,Sales,33018.58,2751.55,605,1,57462.42,5.7,1,1,88120.14,24,Medical,23.83,1.74,2.0,4651.53,1.0,86882.29,Condo,2.4,76328.31,1450.67,0
21293,52,Male,Master,Divorced,2,Salaried,1.1,Manager,53526.73,4460.56,634,1,17338.55,16.7,0,0,9233.04,48,Debt Consolidation,5.69,0.324,0.172,215.53,0.048,170463.3,None,6.5,10314.11,1500.24,0
21294,58,Female,Bachelor,Married,0,Salaried,15.0,Professional,93971.19,7830.93,664,0,517.55,8.2,1,0,12793.9,12,Debt Consolidation,20.82,0.006,0.136,1190.18,0.152,144009.55,Condo,13.4,6048.63,1416.43,0
21295,49,Male,Bachelor,Divorced,1,Self-Employed,0.3,Service,64891.64,5407.64,667,1,9058.08,2.1,1,0,18936.76,48,Education,13.35,0.14,0.292,511.32,0.095,322123.6,Apartment,4.1,47740.24,87.15,0
21296,29,Female,High School,Divorced,0,Self-Employed,0.5,Manager,132191.7,11015.98,700,0,1609.37,4.1,2,0,44874.03,36,Debt Consolidation,17.92,0.012,0.339,1620.5,0.147,81264.85,House,16.5,8213.65,456.93,0
21297,64,Male,High School,Married,2,Self-Employed,0.6,Professional,575875.7275787233,7429.63,552,3,12658.83,5.4,2,1,74827.48,60,Home Improvement,5.17,0.142,0.839,1417.92,0.191,146516.74,house,2.9,100000.0,113.66,0
21298,37,Female,Bachelor,Divorced,1,Salaried,0.5,Professional,572638.4968398723,3414.15,619,1,2095.5,,0,0,54279.77,48,Business,23.22,0.051,1.325,1746.3,0.511,226800.76,Apartment,1.7,839.97,128.41,0
21299,48,Male,Bachelor,Divorced,1,Contract,1.3,Sales,20000.0,1666.67,656,1,255305.01590434517,10.4,2,1,26375.15,48,Medical,10.05,2.0,1.319,669.58,0.402,100077.48,Condo,6.8,81.96,382.86,0
21300,62,Male,Bachelor,Married,1,Salaried,5.0,Service,27078.92,2256.58,628,1,20331.03,3.6,0,0,36429.95,36,Other,21.09,0.751,1.345,1374.18,0.609,412837.03,Apartment,0.2,24669.29,2322.9,1
21301,50,F,Bachelor,Single,1,Self-Employed,10.0,Other,445445.89607441425,5274.39,664,2,259984.6529010849,10.6,1,1,30925.52,48,Debt Consolidation,7.24,0.216,0.489,744.0,0.141,,House,0.2,2710.95,263.71,0
21302,57,Female,Master,Single,0,Salaried,1.1,Service,20000.0,1666.67,597,0,12943.14,13.3,2,1,17600.98,12,Home Improvement,23.85,0.647,0.88,1663.06,0.998,182207.4,House,5.7,660.47,731.81,1
21303,39,Female,Bachelor,Single,0,Salaried,0.6,Clerical,24015.67,2001.31,789,3,1953.53,7.1,0,0,59845.24,36,Business,6.5,0.081,2.0,1834.2,0.916,195392.51,Condo,7.7,100000.0,245.79,0
21304,68,Female,Bachelor,Single,0,Self-Employed,5.1,Clerical,71419.24,5951.6,600,1,20159.57,,2,0,26929.41,12,Debt Consolidation,20.12,0.282,0.377,2496.14,0.419,153456.75,Apartment,5.9,22.23,171.18,0
21305,42,Male,bachelor,Single,0,Salaried,5.8,Manager,44692.65,3724.39,714,0,9073.11,2.6,1,0,9493.65,24,Debt Consolidation,22.96,0.203,0.212,497.03,0.133,238405.76,Condo,,12227.43,4789.75,0
21306,46,F,High School,Divorced,2,Salaried,19.0,Clerical,151562.33,12630.19,463,3,17210.36,1.6,1,1,58907.38,60,Debt Consolidation,8.09,0.114,0.389,1196.97,0.095,272822.51,House,1.6,100000.0,840.69,1
