property_id,neighborhood,zip_code,distance_to_downtown_km,distance_to_school_km,distance_to_metro_km,property_type,year_built,property_age,lot_size_sqft,living_area_sqft,num_bedrooms,num_bathrooms,num_floors,num_rooms,overall_quality,overall_condition,has_garage,garage_size_cars,has_basement,basement_sqft,has_pool,has_fireplace,num_fireplaces,central_air,heating_type,roof_style,exterior_material,years_since_remodel,kitchen_quality,months_since_last_sale,sale_season,sale_type,school_rating,crime_rate_per_1000,sale_price
30491,Suburb_South,10000,27.8,0.8,12.7,Single Family,1965.0,59,6127,1681,6,1.5,2,8,3,6,1,2.0,0,0.0,0,1,1,Yes,Gas,Mansard,Brick,27.0,Poor,115,Summer,Short Sale,8.7,9.7,57510.07
30492,Suburb_South,10009,17.8,1.4,4.6,Condo,1976.0,48,6554,2321,3,1.5,2,6,4,6,1,0.0,0,0.0,0,1,1,Yes,Other,Gable,Brick,,Good,34,Spring,Normal,,12.7,94777.25
30493,Suburb_West,10019,6.6,1.9,1.6,single family,2001.0,23,12689,1804,4,1.5,2,5,1,7,1,0.0,1,855.0,0,1,2,No,Gas,Hip,Wood,23.0,Fair,7,Fall,Normal,,7.0,40642.62
30494,downtown,10011,3.3,6.5,3.3,Single Family,1999.0,25,50000,1503,2,2.0,2,3,6,2,0,0.0,0,0.0,0,1,1,No,Electric,Hip,Brick,29.0,Average,67,Spring,Normal,10.0,5.7,38880.02
30495,Suburb_North,10017,1.4,2.6,12.0,Single Family,,1,11430,1689,3,2.5,1,6,7,6,1,2.0,0,,0,1,1,yes,Electric,Gable,Wood,20.0,Average,60,Fall,Foreclosure,4.6,1.6,314449.79
30496,Suburb_South,10016,1.2,7.7,0.7,Multi-family,2003.0,21,19450,1631,5,3.0,1,8,2,4,1,2.0,1,1147.0,0,0,0,Yes,Oil,Hip,Wood,20.0,Average,51,Summer,Normal,7.7,0.8,49557.0
30497,Suburb_East,10012,15.0,1.3,4.2,Single Family,1976.0,48,10372,2790,3,2.5,2,4,8,4,0,0.0,1,292.0,0,0,0,No,Gas,Gable,Vinyl,31.0,Good,185,Winter,Foreclosure,,27.2,158483.0
30498,Suburb_North,10001,16.3,3.1,3.3,Single Family,1950.0,74,4745,1850,5,2.0,1,7,8,4,1,1.0,1,1254.0,0,0,0,No,Gas,Flat,Brick,2.0,Good,1,Summer,Normal,5.4,3.8,122492.03
30499,Suburb_East,10005,1.5,3.4,9.3,Single Family,1962.0,62,1971,2488,2,2.0,2,4,2,6,0,0.0,0,0.0,0,0,0,Yes,Oil,Flat,Vinyl,18.0,Good,198,Fall,Foreclosure,7.9,1.7,46988.21
30500,Rural,10003,12.2,3.3,2.3,Single Family,2023.0,1,9140,2554,4,2.5,2,7,1,4,0,0.0,0,0.0,0,1,1,Yes,Gas,Gable,Vinyl,50.0,Average,62,Winter,Normal,,20.0,24228.55
30501,Downtown,10012,3.4,5.2,10.1,Townhouse,1980.0,44,4972,2267,4,2.5,2,6,6,6,0,0.0,1,1183.0,0,0,0,Yes,Gas,Hip,Brick,,Average,37,Summer,Normal,8.2,3.9,206421.63
30502,Suburb_North,10012,5.8,4.0,2.3,Townhouse,,56,3672,2446,3,1.5,2,6,7,6,1,1.0,0,0.0,0,0,0,No,Electric,Flat,Stucco,3.0,Average,212,Winter,Normal,6.5,3.9,955251.0341908296
30503,Suburb_West,10018,4.5,4.5,4.0,Townhouse,1986.0,38,20077,1792,4,2.5,1,7,6,8,0,0.0,1,580.0,0,0,0,Yes,Electric,Gable,Wood,6.0,Good,76,Fall,Normal,8.1,13.3,195966.44
30504,Downtown,10009,7.1,2.6,2.1,Condo,2017.0,7,18840,1744,4,2.5,2,5,5,6,0,,1,1019.0,0,1,1,Yes,Oil,Flat,Vinyl,8.0,Fair,22,Spring,Normal,10.0,14.5,212062.59
30505,Suburb_West,10013,5.0,3.5,6.1,Single Family,1963.0,61,24949,1892,1,2.5,1,2,9,4,1,1.0,1,998.0,0,0,0,Yes,Gas,Gable,Brick,,Excellent,219,Fall,Normal,2.4,2.2,136108.83
30506,Suburb_West,10001,0.8,5.3,5.3,Single Family,,67,12476,2462,3,3.0,2,4,6,5,1,1.0,1,1855.0,1,0,0,Yes,Gas,Hip,Stucco,15.0,Good,102,Spring,Normal,4.6,4.8,137771.34
30507,Suburb_North,10014,9.2,2.4,5.0,Condo,2011.0,13,5100,805,4,3.0,3,6,8,6,1,2.0,0,0.0,0,0,0,N,Gas,Flat,Vinyl,32.0,Average,69,Winter,Short Sale,,8.2,192012.67
30508,Suburb_North,10009,11.2,2.3,8.0,Townhouse,2021.0,3,17688,2679,2,2.5,1,5,7,4,1,,1,25.0,0,1,1,Yes,Electric,Gable,Vinyl,12.0,Excellent,38,Spring,Normal,5.1,4.5,229383.34
30509,Suburb_East,10010,16.0,2.2,3.2,Single Family,1911.0,113,8493,2265,4,2.0,2,7,6,3,1,2.0,1,1134.0,0,0,0,No,Gas,Flat,Wood,6.0,Average,6,Winter,Normal,5.1,5.2,41795.73
30510,Suburb_East,10000,44.5,4.8,6.1,Single Family,2007.0,17,18089,2134,3,1.5,2,4,9,7,1,1.0,1,1010.0,0,0,0,Yes,Gas,Gable,Brick,5.0,Average,80,Fall,Normal,8.9,8.7,321204.88
30511,Suburb_West,10007,8.0,3.4,1.9,Multi-family,1951.0,73,14534,977,2,2.5,3,5,7,8,1,,0,0.0,0,1,1,Yes,Other,Gable,Vinyl,1.0,Good,223,Spring,Normal,7.2,25.6,101606.17
30512,Downtown,10000,8.1,1.2,5.1,single family,1989.0,35,5855,1421,4,3.0,2,6,7,1,1,2.0,0,0.0,0,0,0,Yes,Electric,Hip,Wood,28.0,Excellent,240,Winter,Normal,6.3,4.2,28285.69
30513,Suburb_East,10001,1.8,2.2,6.9,Single Family,1967.0,57,3345,3057,4,1.5,3,6,3,4,0,,1,736.0,0,0,0,Yes,Gas,Hip,Wood,40.0,Fair,40,Fall,Short Sale,9.1,1.6,67444.84
30514,Suburb_South,10017,5.0,1.7,2.8,Condo,2001.0,23,19650,2945,5,3.5,2,6,6,6,1,0.0,1,227.0,0,1,1,Yes,Gas,Hip,Stucco,10.0,Good,109,Spring,Normal,9.5,8.5,248796.03
30515,Suburb_West,10012,5.2,7.2,3.0,Multi-family,1999.0,25,5739,1989,2,2.0,2,3,7,6,1,2.0,1,1283.0,0,1,1,Yes,Gas,Gable,Wood,44.0,Excellent,193,Summer,Normal,5.1,0.6,239058.42
30516,Suburb_South,10010,50.0,2.2,10.7,Townhouse,1972.0,52,3906,1648,3,3.0,1,4,5,6,1,2.0,1,1198.0,0,0,0,Yes,Oil,Gable,Stone,15.0,Fair,91,Summer,Normal,5.2,4.2,90769.07
30517,Suburb_North,10013,6.5,6.3,10.3,Condo,1977.0,47,27631,1355,3,2.5,2,5,4,10,0,0.0,1,,0,0,0,Yes,Oil,Gable,Stucco,4.0,Average,6,Winter,Short Sale,5.1,0.8,138536.45
30518,Suburb_North,10008,6.0,2.9,6.8,Single Family,2003.0,21,8905,1554,5,1.0,1,7,2,8,1,,1,326.0,1,0,0,Yes,Electric,Hip,Vinyl,34.0,Good,91,Spring,Normal,8.1,1.4,75813.95
30519,downtown,10009,27.8,2.0,1.8,Townhouse,1989.0,35,12428,1970,3,2.5,1,4,7,7,0,0.0,1,720.0,0,0,0,Yes,Gas,Gable,Brick,5.0,Fair,98,Fall,Normal,7.4,1.4,128371.84
30520,Suburb_East,10016,9.5,2.2,6.7,Townhouse,1996.0,28,3949,3801,5,3.0,1,8,8,9,1,,1,2501.0,0,0,0,Yes,Gas,Gable,Wood,8.0,Good,18,Spring,Normal,7.5,4.7,734482.2
30521,Suburb_West,10014,6.6,0.8,8.5,Single Family,2007.0,17,35018,896,4,2.0,2,6,6,6,1,3.0,1,304.0,0,0,0,Yes,Gas,Gable,Vinyl,14.0,Poor,240,Fall,Normal,6.1,6.1,155804.19
30522,Rural,10002,10.3,2.4,4.8,Condo,1991.0,33,13456,2505,2,2.5,2,4,2,9,1,,0,,1,0,0,Yes,Oil,Gable,Brick,1.0,Good,71,Spring,Normal,6.0,8.5,103617.54
30523,Downtown,10010,5.8,2.7,3.1,Multi-family,1980.0,44,17524,1758,4,3.5,2,5,7,6,0,0.0,0,0.0,0,1,1,No,Electric,Gable,Stucco,22.0,Good,25,Spring,Normal,9.4,5.1,164289.33
30524,Suburb_West,10010,13.1,2.8,7.9,Townhouse,1979.0,45,6627,1943,3,2.0,2,5,9,6,1,3.0,1,371.0,0,1,1,Yes,Electric,Hip,Wood,,Fair,158,Fall,Normal,8.2,1.8,272703.35
30525,Suburb_West,10019,20.9,4.0,5.3,Single Family,2005.0,19,3781,1532,4,2.0,2,6,5,6,1,1.0,0,0.0,0,0,0,Yes,Electric,Gable,Stucco,,Average,10,Fall,Normal,7.5,5.8,195979.25
30526,Suburb_South,10009,8.4,1.4,5.6,Townhouse,1997.0,27,4475,8646,4,2.5,2,7,7,1,1,0.0,0,0.0,0,0,0,Yes,Gas,Hip,Brick,0.0,Average,22,Fall,Normal,8.7,0.5,21374.73
30527,Rural,10006,11.3,4.1,10.6,Single Family,1980.0,44,3452,2635,3,2.0,3,4,7,8,1,2.0,1,,0,1,1,Yes,Electric,Gable,Vinyl,2.0,Good,208,Winter,Normal,4.7,4.6,259671.23
30528,Suburb_North,10010,9.1,1.3,4.9,Multi-family,1991.0,33,12956,1440,3,3.0,2,5,9,8,1,,1,287.0,0,1,1,No,Electric,Gable,Stucco,5.0,Average,78,Fall,Short Sale,6.5,4.5,276816.86
30529,Downtown,10010,9.3,3.3,3.5,Multi-family,1955.0,69,7591,1592,3,1.0,2,4,7,6,1,1.0,0,0.0,1,0,0,Yes,Gas,Hip,Brick,7.0,Good,7,Summer,Normal,8.9,4.5,152625.8
30530,Suburb_West,10009,6.0,1.6,8.8,Townhouse,2006.0,18,11639,1750,4,2.5,2,5,4,8,1,0.0,0,0.0,0,1,1,Yes,Electric,Hip,Wood,14.0,Average,43,Winter,Normal,7.3,5.5,213417.13
30531,Rural,10007,23.2,8.8,2.6,Single Family,2004.0,20,6721,1518,3,1.0,1,6,3,10,1,1.0,1,427.0,0,1,2,Yes,Gas,Gable,Vinyl,5.0,Fair,21,Spring,Normal,,2.5,84767.3
30532,Suburb_West,10006,14.4,1.0,6.0,Single Family,1956.0,68,3188,1849,5,2.0,1,6,4,8,1,1.0,1,847.0,0,0,0,Yes,Gas,Hip,Vinyl,,Fair,37,Winter,Foreclosure,7.4,18.3,93212.62
30533,Suburb_South,10004,3.2,1.0,4.7,Single Family,2023.0,1,3728,1164,3,2.5,2,5,4,6,1,2.0,1,,1,0,0,Yes,Gas,Hip,Brick,,Good,6,Fall,Normal,6.2,4.8,124732.69
30534,Suburb_North,10002,7.0,3.7,2.7,single family,2019.0,5,4467,3271,3,1.0,2,4,7,8,0,0.0,1,1008.0,0,1,1,Yes,Oil,Gable,Brick,,Fair,34,Fall,Normal,5.7,10.4,488909.07
30535,Suburb_West,10012,6.6,4.1,1.4,Single Family,1975.0,49,10165,2755,3,2.0,2,5,3,8,1,3.0,0,0.0,0,1,2,Yes,Gas,Gable,Vinyl,2.0,Good,17,Winter,Normal,8.4,2.5,139282.12
30536,suburban,10002,1.5,2.2,3.8,Townhouse,,1,12082,4298,4,1.0,1,6,7,6,1,3.0,0,0.0,1,0,0,Yes,Gas,Mansard,Brick,10.0,Good,1,Winter,Normal,8.8,9.0,616336.22
30537,Downtown,10013,3.2,4.8,2.7,Single Family,1961.0,63,1817,1150,4,1.5,2,6,7,6,1,1.0,1,594.0,1,0,0,Yes,Oil,Gable,Vinyl,,Average,36,Fall,Foreclosure,6.2,2.5,176260.14
30538,Rural,10007,6.4,3.3,3.6,Condo,1996.0,28,15598,777,5,2.5,2,7,7,9,1,2.0,1,273.0,0,1,2,Yes,Gas,Gable,Stucco,6.0,Fair,32,Fall,Foreclosure,7.0,5.7,142964.21
30539,Suburb_East,10004,6.0,6.4,8.8,Single Family,2020.0,4,22032,2321,3,1.0,1,4,5,6,0,0.0,1,,0,1,1,Yes,Gas,Gable,Vinyl,,Average,7,Spring,Normal,7.3,1.2,204664.98
30540,Suburb_West,10019,43.4,0.7,7.1,Townhouse,1974.0,50,3206,2712,3,4.0,1,6,8,6,1,,1,1240.0,0,0,0,Yes,Gas,Gable,Wood,4.0,Good,48,Spring,Normal,4.6,3.3,202843.42
30541,downtown,10008,4.4,1.4,5.1,Single Family,1981.0,43,14502,1590,3,3.0,1,5,6,8,1,2.0,0,0.0,1,0,0,Yes,Electric,Hip,Brick,26.0,Average,233,Winter,Short Sale,6.6,7.7,542611.10755233
30542,Suburb_West,10002,2.7,1.5,7.2,Single Family,2019.0,5,13869,2845,3,1.0,1,5,4,7,1,2.0,0,0.0,0,1,1,Yes,Oil,Gable,Brick,27.0,Good,28,Fall,Normal,6.3,6.0,195558.09
30543,Suburb_North,10003,15.6,1.0,10.2,single family,1975.0,49,9265,3319,4,2.5,1,7,7,6,1,,0,0.0,0,0,0,No,Gas,Flat,Stone,37.0,Good,39,Fall,Normal,7.0,8.1,254472.86
30544,Suburb_East,10001,6.3,1.5,2.6,Single Family,2015.0,9,4416,2092,6,1.0,2,8,8,9,1,1.0,1,1169.0,0,1,1,Yes,Gas,Gable,Vinyl,50.0,Poor,29,Summer,Normal,7.7,1.5,529964.63
30545,Suburb_North,10018,7.7,5.2,1.8,Single Family,1964.0,60,8860,936,4,2.5,2,7,4,8,1,2.0,0,0.0,0,0,0,No,Gas,Hip,Vinyl,7.0,Excellent,20,Fall,Normal,6.9,5.9,69325.94
30546,Suburb_South,10001,15.2,2.4,2.0,Single Family,2004.0,20,3400,3198,4,1.0,2,5,7,8,0,,1,1447.0,1,0,0,Yes,Electric,Gable,Vinyl,20.0,Average,35,Winter,Normal,,1.6,465768.16
30547,Rural,10018,1.5,2.4,1.7,Single Family,2018.0,6,5576,558,4,3.0,1,5,5,6,0,0.0,1,,0,0,0,Yes,Gas,Flat,Brick,48.0,Fair,24,Winter,Short Sale,9.0,10.7,50421.86
30548,Downtown,10002,30.2,1.4,4.5,Townhouse,1984.0,40,4188,1730,1,2.0,3,4,8,7,1,1.0,1,,0,0,0,Yes,Electric,Gable,Vinyl,11.0,Poor,93,Winter,Normal,6.9,3.7,274772.18
30549,Downtown,10012,17.8,1.2,2.5,Single Family,2000.0,24,11773,1288,5,1.0,2,8,6,9,0,0.0,1,387.0,0,0,0,Yes,Gas,Gable,Stucco,12.0,Fair,127,Fall,Normal,5.8,2.2,250932.05
30550,Suburb_North,10000,5.2,1.1,3.9,Single Family,1940.0,84,8172,3528,4,2.0,2,6,5,8,0,0.0,1,2223.0,0,0,0,Yes,Gas,Hip,Wood,,Good,69,Summer,Normal,9.7,6.5,154831.32
30551,Suburb_North,10007,2.4,1.5,6.9,Single Family,,32,4751,2315,4,1.5,1,6,3,3,1,3.0,0,0.0,0,1,1,Yes,Electric,Hip,Vinyl,5.0,Good,80,Winter,Normal,3.3,8.8,70346.67
30552,Suburb_West,10004,3.5,1.4,5.5,Townhouse,2020.0,4,4870,1489,3,2.0,2,4,1,7,1,2.0,0,0.0,0,0,0,No,Gas,Gable,Brick,9.0,Fair,21,Spring,Normal,,3.5,33384.45
30553,Downtown,10017,4.6,4.5,2.1,Single Family,1991.0,33,9995,1982,3,2.0,1,6,8,6,1,0.0,1,596.0,0,0,0,Yes,Electric,Mansard,Vinyl,14.0,Fair,55,Winter,Normal,10.0,5.1,294624.28
30554,Suburb_South,10017,9.4,2.5,7.5,Condo,2012.0,12,12645,1667,2,3.0,1,4,6,8,1,2.0,0,0.0,0,0,0,Yes,Gas,Gable,Stone,3.0,Average,56,Summer,Normal,7.4,3.1,240765.53
30555,Suburb_West,10004,5.5,3.5,6.3,Single Family,2011.0,13,19760,2201,4,1.0,1,6,5,9,1,2.0,0,0.0,0,1,2,Yes,Gas,Gable,Stucco,21.0,Average,130,Spring,Normal,7.4,6.0,297915.53
30556,Suburb_South,10009,25.2,4.2,1.5,Single Family,1998.0,26,12029,1509,4,2.0,2,7,6,8,1,0.0,1,,0,1,1,Yes,Gas,Gable,Stucco,14.0,Average,160,Fall,New,5.8,6.1,183607.75
30557,Rural,10002,20.5,1.4,2.9,Multi-family,,17,14518,2718,3,3.0,1,5,5,4,1,0.0,0,0.0,0,0,0,Yes,Gas,Gable,Brick,25.0,Average,2,Summer,Normal,10.0,2.6,93089.38
30558,Downtown,10003,12.2,3.0,4.1,Single Family,1966.0,58,6532,3382,4,2.0,1,7,3,7,1,1.0,0,0.0,0,0,0,Yes,Electric,Gable,Vinyl,3.0,Good,133,Summer,Normal,4.7,7.8,163951.49
30559,Suburb_West,10012,2.4,1.2,4.2,Condo,1998.0,26,2667,2421,3,1.0,2,4,7,10,1,1.0,1,1034.0,0,0,0,Yes,Gas,Hip,Brick,16.0,Average,10,Fall,Normal,8.2,3.6,414463.61
30560,Downtown,10017,19.8,2.9,10.2,Condo,1992.0,32,5558,1634,3,2.0,2,6,5,7,0,0.0,0,0.0,0,0,0,No,Gas,Hip,Vinyl,4.0,Average,31,Fall,Normal,7.0,17.7,139408.5
30561,Suburb_North,10019,7.0,2.3,7.0,Condo,2017.0,7,7350,1397,3,1.0,1,4,8,6,1,1.0,1,661.0,0,1,2,Yes,Gas,Gable,Wood,,Average,88,Fall,Normal,5.4,2.6,211843.96
30562,Suburb_North,10010,5.0,1.5,4.1,Single Family,,28,10749,1996,3,2.0,2,5,8,6,1,1.0,1,598.0,0,1,1,Yes,Electric,Flat,Wood,3.0,Good,35,Spring,Normal,6.4,3.3,283341.97
30563,Suburb_South,10007,4.2,1.8,6.6,Single Family,1987.0,37,42839,3212,3,2.5,1,4,10,4,1,2.0,1,597.0,0,0,0,No,Gas,Gable,Vinyl,17.0,Average,18,Summer,Normal,6.6,4.1,309390.85
30564,Suburb_East,10010,4.5,3.2,2.8,Single Family,1962.0,62,3313,1449,3,2.5,1,4,9,6,1,0.0,1,840.0,0,0,0,Yes,Gas,Hip,Wood,,Good,27,Summer,Normal,,5.5,153453.37
30565,Downtown,10017,5.8,3.6,2.9,Condo,2023.0,1,11508,2271,3,2.5,3,6,9,5,1,2.0,1,1515.0,0,0,0,Yes,Gas,Gable,Brick,3.0,Poor,7,Fall,Normal,6.7,3.3,625797.6
30566,Downtown,10012,7.3,2.8,3.4,Condo,1977.0,47,4694,1496,4,2.5,1,7,5,9,1,1.0,0,0.0,0,1,1,No,Electric,Gable,Brick,2.0,Fair,19,Winter,Normal,5.5,17.4,240320.99
30567,Suburb_South,10010,2.5,0.9,8.1,Condo,,32,11455,1203,2,1.5,2,5,6,5,1,2.0,0,0.0,0,0,0,Yes,Gas,Hip,Vinyl,23.0,Average,65,Spring,New,4.7,24.5,104033.05
30568,Suburb_West,10012,7.5,1.3,4.6,Single Family,1983.0,41,13193,1327,3,3.0,3,5,5,3,1,3.0,1,742.0,0,0,0,Yes,Gas,Gable,Stucco,9.0,Good,39,Fall,Foreclosure,6.9,4.0,45310.34
30569,Suburb_North,10010,8.2,2.0,2.8,Townhouse,1983.0,41,16133,3432,2,4.0,1,5,8,6,1,3.0,0,0.0,0,0,0,Yes,Other,Gable,Vinyl,14.0,Average,30,Spring,Short Sale,3.4,11.2,328344.74
30570,Suburb_South,10008,11.4,1.1,6.9,Condo,1993.0,31,5907,4780,2,3.5,1,4,3,8,0,0.0,1,968.0,0,0,0,Yes,Electric,Flat,Vinyl,13.0,Average,21,Winter,Normal,6.3,3.1,1338964.2930410847
30571,Downtown,10008,22.8,2.2,14.4,Single Family,2021.0,3,4931,3192,4,4.0,1,7,6,5,0,0.0,1,,0,0,0,Yes,Oil,Hip,Brick,8.0,Average,240,Summer,Normal,8.9,10.5,283707.41
30572,suburban,10015,10.8,4.2,3.0,Single Family,1989.0,35,47110,514,3,3.5,2,6,7,8,1,1.0,0,0.0,0,1,2,Yes,Gas,Flat,Vinyl,11.0,Good,8,Winter,New,6.4,1.7,74676.71
30573,Suburb_South,10017,3.0,1.2,5.9,Single Family,,65,8952,2339,1,3.0,3,4,4,6,0,0.0,1,657.0,0,0,0,No,Gas,Hip,Brick,21.0,Poor,61,Winter,Foreclosure,7.6,8.1,99957.21
30574,Suburb_East,10000,12.0,0.9,3.4,Single Family,1946.0,78,10412,1186,2,1.5,1,3,4,5,1,0.0,1,794.0,0,0,0,Yes,Electric,Gable,Vinyl,5.0,Fair,7,Summer,Normal,7.5,2.5,40345.73
30575,Suburb_West,10008,5.6,3.1,3.5,Single Family,2023.0,1,10197,2612,2,2.0,2,3,7,7,1,1.0,1,1759.0,0,0,0,Yes,Gas,Gable,Stucco,27.0,Average,135,Fall,Normal,10.0,12.5,397354.8
30576,Suburb_North,10017,4.0,1.6,9.5,Condo,1997.0,27,6860,3169,3,2.0,1,6,6,9,1,1.0,1,1865.0,0,0,0,Yes,Gas,Gable,Brick,15.0,Good,72,Spring,Short Sale,4.8,7.7,436140.83
30577,Suburb_North,10010,9.3,0.5,6.3,Single Family,1989.0,35,13854,1884,5,2.0,2,7,6,7,1,2.0,1,,0,0,0,Yes,Gas,Hip,Brick,6.0,Excellent,153,Spring,Normal,5.2,2.9,265577.0
30578,Suburb_North,10001,13.3,1.8,10.3,Multi-family,,80,4126,928,5,3.0,2,7,9,7,1,2.0,1,100.0,0,1,1,No,Oil,Hip,Stucco,17.0,Average,10,Fall,Normal,9.8,5.8,137773.23
30579,Suburb_North,10017,3.3,8.7,12.9,Townhouse,2023.0,1,23956,1872,5,2.0,1,6,7,6,1,2.0,1,,1,0,0,Yes,Gas,Gable,Vinyl,7.0,Average,43,Spring,Normal,10.0,3.0,338164.93
30580,Downtown,10007,19.6,2.3,4.1,Single Family,1984.0,40,19857,2932,4,2.0,2,7,3,7,0,0.0,1,812.0,0,0,0,Yes,Gas,Mansard,Brick,3.0,Fair,240,Winter,New,5.0,6.6,153649.64
30581,Suburb_East,10009,19.1,4.1,5.2,Single Family,1966.0,58,31817,1334,4,1.5,2,6,2,6,0,0.0,0,0.0,1,0,0,No,Electric,Gable,Stucco,7.0,Good,31,Summer,Foreclosure,9.4,1.8,33368.4
30582,Suburb_East,10015,21.6,5.6,1.1,Condo,2010.0,14,3638,1219,4,2.0,2,7,6,7,1,2.0,0,0.0,0,0,0,Yes,Gas,Gable,Vinyl,27.0,Poor,240,Spring,Normal,8.0,7.3,168209.59
30583,Suburb_West,10008,9.7,4.1,3.9,Condo,2023.0,1,18554,1949,3,3.0,1,6,7,8,0,,0,0.0,0,0,0,No,Gas,Gable,Wood,2.0,Good,1,Fall,Normal,,4.3,431508.68
30584,Suburb_East,10000,11.0,7.4,1.8,Single Family,1970.0,54,9523,2000,3,3.5,2,4,5,9,1,2.0,1,42.0,0,1,1,Yes,Gas,Flat,Vinyl,10.0,Average,106,Winter,Normal,7.5,3.3,168690.69
30585,Suburb_North,10015,8.4,3.7,2.3,Single Family,1995.0,29,6254,896,2,4.0,1,5,3,7,1,0.0,1,380.0,0,0,0,Yes,Oil,Hip,Stucco,2.0,Poor,23,Winter,Normal,5.9,0.7,56565.79
30586,Suburb_North,10002,27.7,3.5,0.9,Condo,1943.0,81,10764,1606,3,3.0,2,4,6,6,1,2.0,0,0.0,0,1,1,Yes,Gas,Hip,Wood,1.0,Fair,4,Winter,Normal,5.6,1.8,83367.6
30587,Suburb_South,10008,4.3,2.1,4.2,Single Family,1940.0,84,3353,1241,4,2.0,2,5,6,6,1,2.0,1,786.0,0,0,0,yes,Electric,Gable,Vinyl,3.0,Average,98,Spring,Normal,6.2,0.7,81394.94
30588,Suburb_South,10012,29.2,6.9,3.9,Condo,1919.0,105,7063,1531,5,1.0,1,8,8,7,1,3.0,1,477.0,0,0,0,Yes,Gas,Gable,Vinyl,10.0,Fair,47,Fall,Normal,8.6,3.1,143056.46
30589,Suburb_West,10019,24.2,2.9,3.3,Single Family,,50,2722,1724,4,2.5,2,6,4,2,1,2.0,0,0.0,0,0,0,Yes,Electric,Flat,Stone,17.0,Good,15,Fall,Normal,7.5,3.0,33711.71
30590,Downtown,10004,13.1,1.6,5.3,Single Family,1952.0,72,28503,1297,6,1.0,1,8,7,6,1,1.0,0,0.0,0,1,2,Yes,Gas,Gable,Brick,15.0,Fair,35,Fall,Short Sale,,4.2,134540.06
30591,Rural,10017,19.0,2.0,6.5,Single Family,,30,21762,715,1,3.0,1,3,9,4,1,2.0,0,0.0,0,1,1,yes,Gas,Gable,Wood,0.0,Good,145,Winter,Short Sale,8.5,3.7,64193.33
30592,Suburb_East,10008,7.4,3.7,0.7,Single Family,1953.0,71,25916,1306,6,2.5,1,7,6,2,1,2.0,1,242.0,0,1,2,Yes,Gas,Hip,Vinyl,2.0,Good,16,Fall,New,7.2,5.8,48863.72
30593,Suburb_West,10016,8.1,1.9,1.8,Townhouse,1924.0,100,16341,1211,3,1.0,1,5,7,4,1,2.0,0,0.0,0,0,0,Yes,Electric,Gable,Brick,5.0,Excellent,153,Winter,Normal,5.0,9.4,56842.8
30594,Suburb_South,10010,5.9,2.0,7.7,Condo,,23,4020,3168,3,1.5,1,6,4,7,1,1.0,1,617.0,0,0,0,Yes,Gas,Gable,Vinyl,6.0,Average,24,Summer,New,7.8,6.4,238249.88
30595,Rural,10015,3.4,3.8,8.2,Condo,,61,10567,2194,4,2.5,2,7,9,5,1,2.0,1,82.0,0,1,1,Yes,Oil,Hip,Brick,50.0,Good,1,Fall,Normal,,1.9,116781.29
30596,Suburb_West,10006,6.2,0.9,3.7,Single Family,2002.0,22,4613,1273,2,4.0,2,5,10,6,1,0.0,1,292.0,0,0,0,Yes,Gas,Gable,Wood,3.0,Average,14,Fall,Normal,5.5,14.8,233781.08
30597,Suburb_East,10005,7.7,2.3,7.5,Condo,2004.0,20,7448,2429,5,1.5,2,8,8,6,1,1.0,1,1220.0,0,0,0,yes,Oil,Gable,Wood,0.0,Poor,138,Spring,Normal,6.8,4.8,793055.0865825613
30598,Suburb_West,10007,8.0,2.1,1.3,Single Family,,43,4088,1296,3,2.0,1,6,5,6,0,0.0,1,151.0,0,0,0,Yes,Electric,Gable,Wood,13.0,Fair,33,Summer,Normal,8.0,5.8,60179.02
30599,Rural,10003,1.5,7.1,14.6,Single Family,1987.0,37,14109,1217,1,3.0,2,3,6,3,0,0.0,0,0.0,0,0,0,Yes,Gas,Gable,Brick,1.0,Average,95,Fall,Normal,8.7,1.1,38107.95
30600,Downtown,10000,9.3,2.5,5.8,Single Family,1976.0,48,8029,2213,3,2.5,1,4,5,6,1,2.0,1,1768.0,0,0,0,Yes,Electric,Hip,Vinyl,15.0,Good,61,Fall,Normal,9.6,4.7,131472.22
30601,Suburb_West,10017,9.4,1.3,1.8,Single Family,2005.0,19,6700,1766,1,2.0,1,3,6,6,1,2.0,1,,0,1,3,Yes,Gas,Gable,Wood,0.0,Excellent,115,Fall,Normal,9.3,5.0,183158.22
30602,Suburb_South,10016,5.1,2.3,1.1,Single Family,,74,5773,1682,4,2.5,1,7,8,4,0,,1,191.0,0,0,0,Yes,Gas,Gable,Wood,5.0,Good,1,Summer,Normal,8.8,8.6,81687.9
30603,downtown,10005,5.2,3.8,11.1,Single Family,1988.0,36,3756,1553,3,2.0,2,4,5,10,1,3.0,0,0.0,0,1,2,Yes,Gas,Hip,Vinyl,12.0,Poor,109,Spring,Short Sale,5.7,7.0,158207.05
30604,Suburb_South,10019,11.6,1.5,7.0,Single Family,2023.0,1,8238,798,4,2.5,1,7,6,8,1,0.0,0,0.0,0,0,0,Yes,Electric,Flat,Brick,4.0,Excellent,99,Fall,Normal,1.6,3.2,145823.19
